2.503831386566162109e-01,8.500000000000000000e+01,1.005706999999999990e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.002932548522949219e-01,8.486404806480848606e+01,1.058813270001496831e-01,1.000000000000000000e+00,0.000000000000000000e+00
7.502455711364746094e-01,8.484337465798773792e+01,1.049186736431488021e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.000165700912475586e+00,8.478113139232219453e+01,1.074496502809840492e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.250110387802124023e+00,8.477548822828032371e+01,1.088580125805485577e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.500217199325561523e+00,8.472555068460405892e+01,1.133302307793679492e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.750247478485107422e+00,8.463934797013263278e+01,1.110173202439136003e-01,1.000000000000000000e+00,0.000000000000000000e+00
2.000227928161621094e+00,8.456877115679607471e+01,1.117789736960315555e-01,1.000000000000000000e+00,0.000000000000000000e+00
2.250216960906982422e+00,8.460162237272420782e+01,1.104110844730091662e-01,1.000000000000000000e+00,0.000000000000000000e+00
2.500210046768188477e+00,8.462851867348057056e+01,1.165932568269258396e-01,1.000000000000000000e+00,0.000000000000000000e+00
2.750272750854492188e+00,8.460522219032333169e+01,1.209909653447527877e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.000185489654541016e+00,8.467678326658494825e+01,1.252553306605238281e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.250214576721191406e+00,8.464473789698267581e+01,1.294105237960578025e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.500181913375854492e+00,8.466381867912606651e+01,1.281657073101014344e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.750158309936523438e+00,8.477007532572064008e+01,1.337848169895664296e-01,1.000000000000000000e+00,0.000000000000000000e+00
4.000199079513549805e+00,8.490238822173705557e+01,1.344023982341438217e-01,1.000000000000000000e+00,0.000000000000000000e+00
4.250168800354003906e+00,8.501071685873449724e+01,1.442016146466719162e-01,1.000000000000000000e+00,0.000000000000000000e+00
4.500215530395507812e+00,8.514472615701383518e+01,1.535521866979814298e-01,1.000000000000000000e+00,0.000000000000000000e+00
4.750145673751831055e+00,8.525444369071352924e+01,1.631992840496440667e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.000196695327758789e+00,8.538959012143584459e+01,1.757444420934592688e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.250178813934326172e+00,8.559087328389793470e+01,1.787134434585453402e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.500209093093872070e+00,8.575566999908244270e+01,1.897740137279871064e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.750252485275268555e+00,8.589059413781023977e+01,1.935190338809341104e-01,1.000000000000000000e+00,0.000000000000000000e+00
6.000222682952880859e+00,8.609169530298024142e+01,2.065426068152701466e-01,1.000000000000000000e+00,0.000000000000000000e+00
6.250165939331054688e+00,8.630166032311525726e+01,2.178692326007182489e-01,1.000000000000000000e+00,0.000000000000000000e+00
