1.674962043762207031e-02,8.525000000000000000e+01,9.071365000000000123e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.332829475402832031e-02,8.525000000000000000e+01,9.072335091683754627e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.012369155883789062e-02,8.525000000000000000e+01,9.072128232586521790e+00,7.261115000000000208e-01,0.000000000000000000e+00
6.668925285339355469e-02,8.525000000000000000e+01,9.072748683951093795e+00,6.787503999999999760e-01,0.000000000000000000e+00
8.328509330749511719e-02,8.525000000000000000e+01,9.076998718306093394e+00,6.787503999999999760e-01,0.000000000000000000e+00
1.000604629516601562e-01,8.525000000000000000e+01,9.079834349180295305e+00,6.787503999999999760e-01,0.000000000000000000e+00
1.167447566986083984e-01,8.525000000000000000e+01,9.079673671423341474e+00,6.787503999999999760e-01,0.000000000000000000e+00
1.335091590881347656e-01,8.525000000000000000e+01,9.079660642854504360e+00,6.787503999999999760e-01,0.000000000000000000e+00
1.500215530395507812e-01,8.525000000000000000e+01,9.081345417492638461e+00,6.787503999999999760e-01,0.000000000000000000e+00
1.666007041931152344e-01,8.525000000000000000e+01,9.083638437819983480e+00,6.787503999999999760e-01,0.000000000000000000e+00
1.833233833312988281e-01,8.525000000000000000e+01,9.083766906951598941e+00,6.787503999999999760e-01,0.000000000000000000e+00
1.999554634094238281e-01,8.525000000000000000e+01,9.085300289591266676e+00,6.787503999999999760e-01,0.000000000000000000e+00
2.165977954864501953e-01,8.525000000000000000e+01,9.085940289581991181e+00,6.787503999999999760e-01,0.000000000000000000e+00
2.332968711853027344e-01,8.525000000000000000e+01,9.087881422742386306e+00,6.787503999999999760e-01,0.000000000000000000e+00
2.502686977386474609e-01,8.524668879045179892e+01,9.089069293701392382e+00,6.787503999999999760e-01,0.000000000000000000e+00
2.667191028594970703e-01,8.524342143733828436e+01,9.090871978513597185e+00,6.787503999999999760e-01,0.000000000000000000e+00
2.833807468414306641e-01,8.524019735978808399e+01,9.091583703423308904e+00,6.790813999999999462e-01,0.000000000000000000e+00
3.000319004058837891e-01,8.523701598462335483e+01,9.092771040871213017e+00,6.794099999999999584e-01,0.000000000000000000e+00
3.166420459747314453e-01,8.523387674625790567e+01,9.092681544958212569e+00,6.797341999999999551e-01,0.000000000000000000e+00
3.332889080047607422e-01,8.523077908659665525e+01,9.092884249988870238e+00,6.800542000000000531e-01,0.000000000000000000e+00
3.499543666839599609e-01,8.522772245493639787e+01,9.094927435151944906e+00,6.803698999999999719e-01,0.000000000000000000e+00
3.666155338287353516e-01,8.522470630786789059e+01,9.097137569047985650e+00,6.806813999999999920e-01,0.000000000000000000e+00
