2.503054141998291016e-01,8.900000000000000000e+01,1.693725999999999999e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.224478721618652344e-01,8.895468268826950009e+01,-9.615849623053802659e-04,0.000000000000000000e+00,0.000000000000000000e+00
7.225003242492675781e-01,8.896289732323941735e+01,-3.799397627975476671e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.187626600265502930e+00,8.887898827405359725e+01,-2.803663244682817919e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.187696218490600586e+00,8.881028935502362742e+01,-2.652252805029571125e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.655432462692260742e+00,8.875404343731057111e+01,-3.192116162324745710e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.655482053756713867e+00,8.870799317474379109e+01,-6.289430038976858567e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.147092819213867188e+00,8.871560772032357534e+01,-1.015295200541830971e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.147142171859741211e+00,8.867652467122994153e+01,-8.005513604848494766e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.651010751724243164e+00,8.864452617701292070e+01,-7.574995408383332525e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.651059865951538086e+00,8.861832802574525658e+01,-9.877828064752262535e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.117369413375854492e+00,8.850624417016763346e+01,-7.780261173717201335e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.117437124252319336e+00,8.850511229414368586e+01,-8.718229615694005410e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.577970504760742188e+00,8.850418559243422578e+01,-5.503206781098985041e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.578038454055786133e+00,8.859406149670675745e+01,-3.534796455144441438e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.076982975006103516e+00,8.857701104003436399e+01,-5.242337089490926513e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.077048301696777344e+00,8.860836861853316293e+01,-4.648870078500890943e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.548581123352050781e+00,8.858872472066167347e+01,-4.162980385666080821e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.548652410507202148e+00,8.861795896909447379e+01,-3.765167551538607139e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.044748544692993164e+00,8.855125932386852128e+01,-2.775638028423742937e-03,0.000000000000000000e+00,0.000000000000000000e+00
